idlojista,DtCriacaoProtocolo,DtFechamentoProtocolo,QtProtocolo,VrTotalProtocolo,VrTotalProtocoloAbsoluto,QtProtocoloAberto,QtProtocoloFechado,QtProtocoloSemResposta24Horas,QtProtocoloSemResposta48Horas,QtProtocoloReclamacao,QtProtocoloAbertoReclamacao,VrTotalProtocoloReclamacao,VrTotalProtocoloReclamacaoAbsoluto,QtTotalRecontato,QtTotalCanalEspecial,QtTotalFilaMarketPlace,QtTotalFilaLojista,TxReclamacao,DhAtualizacao,year_partition,month_partition,day_partition
30976,2020-09-16,2020-09-17,3,2968.54,2968.54,0,3,0,0,3,0,2968.54,2968.54,1,2,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-07-17,2020-08-12,1,-353.3,353.3,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-09-03,2020-09-23,3,-383.9,1299.5,0,3,0,0,3,0,-383.9,1299.5,8,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-26,2020-09-11,3,-663.62,663.62,0,3,0,0,1,0,-76.95,76.95,9,1,0,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-19,2020-09-21,1,367.66,367.66,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-20,2020-09-28,2,480.44,480.44,0,2,0,0,0,0,0,0,3,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-09-07,2020-09-18,1,-416.76,416.76,0,1,0,0,1,0,-416.76,416.76,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-07-14,2020-09-17,1,-325.34,325.34,0,1,0,0,1,0,-325.34,325.34,15,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,14
30976,2020-08-10,2020-09-05,1,101.95,101.95,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-08-27,2020-09-02,5,-614.79,1214.25,0,5,0,0,5,0,-614.79,1214.25,6,0,0,2,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-14,2020-09-25,3,-190.9,1200.54,0,3,0,0,2,0,-458.8,932.64,6,0,2,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-24,2020-09-08,2,259.1,420.8,0,2,0,0,1,0,339.95,339.95,4,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-03,2020-09-24,3,-330.84,330.84,0,3,0,0,3,0,-330.84,330.84,9,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-28,2020-09-08,6,165.22,926.24,0,6,0,0,5,0,-152.78,608.24,11,1,3,0,0.8333,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-31,2020-09-10,2,162.11,349.39,0,2,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-09,2020-09-28,1,-81.89,81.89,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-04,2020-09-16,4,721.28,1318.7,0,4,0,0,2,0,236.17,833.59,5,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-08-30,2020-09-18,1,48.9,48.9,0,1,0,0,1,0,48.9,48.9,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,30
30976,2020-08-22,2020-09-05,1,98.42,98.42,0,1,0,0,1,0,98.42,98.42,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-08-05,2020-09-15,1,-206.53,206.53,0,1,0,0,1,0,-206.53,206.53,8,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,05
30976,2020-08-02,2020-09-17,1,-156.44,156.44,0,1,0,0,1,0,-156.44,156.44,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,02
30976,2020-09-10,2020-09-15,1,580.52,580.52,0,1,0,0,1,0,580.52,580.52,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-26,2020-09-09,5,317.23,2195.21,0,5,0,0,5,0,317.23,2195.21,6,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-07,2020-09-23,1,313.19,313.19,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-30,2020-09-03,3,539.02,539.02,0,3,0,0,1,0,132.06,132.06,2,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,30
30976,2020-09-03,2020-09-19,1,-835.92,835.92,0,1,0,0,1,0,-835.92,835.92,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-24,2020-09-04,3,-309.4,926.58,0,3,0,0,1,0,308.59,308.59,4,0,0,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-08,2020-09-28,1,948.85,948.85,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-05,2020-09-02,1,63.06,63.06,0,1,0,0,1,0,63.06,63.06,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,05
30976,2020-08-25,2020-09-10,2,-17.19,158.61,0,2,0,0,1,0,-87.9,87.9,1,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-09-21,2020-09-22,2,405.24,405.24,0,2,0,0,2,0,405.24,405.24,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-08-26,2020-09-18,1,287.73,287.73,0,1,0,0,1,0,287.73,287.73,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-29,2020-09-17,1,198.66,198.66,0,1,0,0,1,0,198.66,198.66,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-09-24,2020-09-25,4,674.8,1203.06,0,4,0,0,3,0,222.04,750.3,1,1,0,1,0.75,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-09-02,2020-09-29,1,542.23,542.23,0,1,0,0,1,0,542.23,542.23,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-07,2020-09-10,1,-114.13,114.13,0,1,0,0,1,0,-114.13,114.13,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-26,2020-09-04,1,-170.84,170.84,0,1,0,0,1,0,-170.84,170.84,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-07-29,2020-07-29,1,807.55,807.55,0,1,0,0,1,0,807.55,807.55,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,29
30976,2020-08-25,2020-09-26,1,-281.03,281.03,0,1,0,0,1,0,-281.03,281.03,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-09-14,2020-09-19,3,302.24,903.34,0,3,0,0,1,0,-300.55,300.55,0,0,2,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-17,2020-08-29,1,429.72,429.72,0,1,0,0,1,0,429.72,429.72,5,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-22,2020-09-10,1,540.21,540.21,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-09-06,2020-09-23,1,275.22,275.22,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-09-02,2020-09-09,2,-529.35,529.35,0,2,0,0,2,0,-529.35,529.35,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-05,2020-09-23,3,761.61,1497.57,0,3,0,0,2,0,213.33,949.29,5,0,2,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-09-08,2020-09-15,2,1752.61,1752.61,0,2,0,0,2,0,1752.61,1752.61,0,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-07-17,2020-09-12,1,-2177.99,2177.99,0,1,0,0,1,0,-2177.99,2177.99,4,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-09-14,2020-09-26,4,1912.77,2003.89,0,4,0,0,3,0,1651.97,1743.09,2,0,3,0,0.75,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-25,2020-09-14,1,290.1,290.1,0,1,0,0,1,0,290.1,290.1,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-09-16,2020-09-29,6,21.72,1274.66,0,6,0,0,3,0,-256.53,524.89,7,0,3,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-08-19,2020-09-18,2,-388.1,388.1,0,2,0,0,0,0,0,0,2,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-04,2020-09-25,1,299.52,299.52,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-08-27,2020-08-27,1,113.24,113.24,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-07-14,2020-09-13,1,289.24,289.24,0,1,0,0,1,0,289.24,289.24,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,14
30976,2020-09-04,2020-09-21,3,2063.64,2063.64,0,3,0,0,1,0,453.99,453.99,0,0,2,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-08-25,2020-09-08,2,355.16,355.16,0,2,0,0,2,0,355.16,355.16,6,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-08-31,2020-09-04,2,-216.89,2290.69,0,2,0,0,2,0,-216.89,2290.69,0,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-11,2020-09-30,4,-353.35,1938.69,0,4,0,0,2,0,97.63,1487.71,2,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-25,2020-09-28,2,412.36,412.36,0,2,0,0,2,0,412.36,412.36,0,0,1,1,1,2020-10-05T17:00:34.520+0000,2020,09,25
30976,2020-09-04,2020-09-10,2,721.29,721.29,0,2,0,0,2,0,721.29,721.29,2,0,0,2,1,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-08-25,2020-09-04,5,-1768.69,2136.75,0,5,0,0,3,0,-887.71,1255.77,6,0,2,0,0.6,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-09-03,2020-09-03,79,33321.2,38875.02,0,79,0,0,18,0,8448.75,9262.45,3,0,2,0,0.2278,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-09-19,2020-09-26,7,2898.91,3592.91,0,7,0,0,6,0,3245.91,3245.91,2,0,6,0,0.8571,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-10,2020-09-25,6,-1389.93,1984.29,0,6,0,0,5,0,-1110.8,1705.16,4,0,2,0,0.8333,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-07,2020-09-02,1,450.48,450.48,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-09-14,null,2,101.88,468.84,2,0,2,0,2,2,101.88,468.84,3,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-09-20,2020-09-20,13,2657.02,3384.62,0,13,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-09-03,2020-09-11,2,477.17,688.43,0,2,0,0,1,0,582.8,582.8,1,1,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-29,2020-09-16,4,704.27,1028.29,0,4,0,0,4,0,704.27,1028.29,8,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-09-08,2020-09-17,3,-350.66,1148.46,0,3,0,0,3,0,-350.66,1148.46,6,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-07-23,2020-09-16,1,399.94,399.94,0,1,0,0,1,0,399.94,399.94,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,23
30976,2020-09-10,2020-09-16,1,190.6,190.6,0,1,0,0,1,0,190.6,190.6,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-09-02,2020-09-19,3,-412.25,1350.05,0,3,0,0,2,0,-71.4,1009.2,5,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-19,2020-09-26,1,-691.16,691.16,0,1,0,0,1,0,-691.16,691.16,2,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-08-12,2020-09-01,4,-309.29,677.15,0,4,0,0,4,0,-309.29,677.15,13,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-08-14,2020-08-22,1,282.88,282.88,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-09-01,2020-09-17,6,3329.3,3329.3,0,6,0,0,4,0,2721.78,2721.78,12,1,5,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-09,2020-09-01,2,-38.79,201.71,0,2,0,0,1,0,81.46,81.46,1,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,09
30976,2020-09-15,2020-09-23,11,585.08,3177.98,0,11,0,0,8,0,904.77,2494.49,10,1,8,0,0.7273,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-09-15,2020-09-19,2,5094.12,5094.12,0,2,0,0,2,0,5094.12,5094.12,0,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-07-09,2020-09-15,1,-42.27,42.27,0,1,0,0,0,0,0,0,2,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,07,09
30976,2020-09-15,2020-09-27,1,67.9,67.9,0,1,0,0,1,0,67.9,67.9,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-09-15,2020-09-15,74,30030.52,38970.84,0,74,0,0,16,0,6773.91,7291.69,2,3,0,0,0.2162,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-08-04,2020-09-05,1,178.07,178.07,0,1,0,0,0,0,0,0,3,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,04
30976,2020-09-06,2020-09-18,3,1041.69,1311.77,0,3,0,0,1,0,869.9,869.9,2,0,2,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-05-09,2020-08-13,1,-142.9,142.9,0,1,0,0,1,0,-142.9,142.9,2,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,05,09
30976,2020-09-24,2020-09-28,1,166.14,166.14,0,1,0,0,1,0,166.14,166.14,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-08-17,2020-09-03,3,-494.01,819.07,0,3,0,0,3,0,-494.01,819.07,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-09-17,null,4,2806.32,2998.78,4,0,4,3,2,2,1596.83,1596.83,7,1,0,3,0.5,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-08-31,2020-09-09,3,102.15,947.15,0,3,0,0,2,0,243.05,806.25,3,0,0,2,0.6667,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-15,2020-09-26,5,335.49,1121.83,0,5,0,0,3,0,728.66,728.66,2,0,3,0,0.6,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-07-30,2020-09-09,1,311.84,311.84,0,1,0,0,1,0,311.84,311.84,3,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-09-05,2020-09-08,1,-103.45,103.45,0,1,0,0,1,0,-103.45,103.45,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-07-15,2020-08-26,1,1405.05,1405.05,0,1,0,0,1,0,1405.05,1405.05,9,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,15
30976,2020-08-20,2020-09-01,3,-460.51,1655.09,0,3,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-11,2020-09-02,1,-165,165,0,1,0,0,1,0,-165,165,4,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-09-13,2020-09-25,2,637.02,637.02,0,2,0,0,1,0,549.93,549.93,7,1,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-08-05,2020-09-16,2,1222.32,1222.32,0,2,0,0,2,0,1222.32,1222.32,3,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,05
30976,2020-08-21,2020-09-08,1,323.19,323.19,0,1,0,0,1,0,323.19,323.19,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-08-04,2020-09-21,1,-310.9,310.9,0,1,0,0,0,0,0,0,1,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,04
30976,2020-07-29,2020-09-23,1,-311.77,311.77,0,1,0,0,1,0,-311.77,311.77,10,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,29
30976,2020-08-12,2020-09-02,1,-298.34,298.34,0,1,0,0,1,0,-298.34,298.34,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-09-19,2020-09-24,1,-146.71,146.71,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-01,2020-09-15,3,529.6,936.72,0,3,0,0,2,0,733.16,733.16,0,0,2,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-07-31,2020-08-27,1,276.83,276.83,0,1,0,0,1,0,276.83,276.83,9,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,07,31
30976,2020-09-02,2020-09-30,1,-269.12,269.12,0,1,0,0,1,0,-269.12,269.12,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-03,2020-09-09,1,74.53,74.53,0,1,0,0,1,0,74.53,74.53,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-09-11,2020-09-19,4,1035.98,1035.98,0,4,0,0,1,0,73.71,73.71,1,0,3,0,0.25,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-23,2020-09-23,64,13738.65,32981.65,0,64,0,0,17,0,4515.49,7827.23,0,3,4,0,0.2656,2020-10-05T17:00:34.520+0000,2020,09,23
30976,2020-08-07,2020-09-04,1,450.48,450.48,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-08-26,2020-09-08,1,129.6,129.6,0,1,0,0,1,0,129.6,129.6,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-11,2020-09-26,4,2666.93,2666.93,0,4,0,0,4,0,2666.93,2666.93,1,0,3,1,1,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-08-12,2020-09-17,1,-221.87,221.87,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-09-07,2020-09-24,3,-62.66,685.72,0,3,0,0,2,0,231.34,391.72,10,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-11,2020-09-01,3,-41.16,1074.96,0,3,0,0,1,0,-151.21,151.21,4,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-07-27,2020-09-29,1,-1195.53,1195.53,0,1,0,0,1,0,-1195.53,1195.53,13,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,27
30976,2020-08-31,2020-09-16,4,-126.47,563.01,0,4,0,0,2,0,-21.17,271.49,7,0,3,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-22,2020-09-23,1,-325.34,325.34,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-08-27,2020-09-09,4,-883.01,1775.29,0,4,0,0,2,0,90.77,293.71,9,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-08-28,2020-09-05,3,642.41,642.41,0,3,0,0,3,0,642.41,642.41,1,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-01,2020-09-13,1,-105.63,105.63,0,1,0,0,1,0,-105.63,105.63,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-12,2020-09-10,2,-301.57,301.57,0,2,0,0,2,0,-301.57,301.57,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-08-24,2020-09-05,1,105.75,105.75,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-07-28,2020-09-01,1,67.68,67.68,0,1,0,0,1,0,67.68,67.68,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,28
30976,2020-08-04,2020-09-18,1,61.32,61.32,0,1,0,0,1,0,61.32,61.32,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,04
30976,2020-09-20,2020-09-26,2,1150.37,1150.37,0,2,0,0,1,0,789.34,789.34,0,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-08-27,2020-09-17,4,-230.91,946.61,0,4,0,0,4,0,-230.91,946.61,15,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-10,null,4,2192.36,2192.36,4,0,4,3,3,3,2074.58,2074.58,7,0,0,4,0.75,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-23,2020-09-03,1,416.66,416.66,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,23
30976,2020-08-31,2020-09-18,5,-1431.04,1431.04,0,5,0,0,2,0,-394.57,394.57,14,0,1,0,0.4,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-08-22,2020-09-01,2,1485.18,1485.18,0,2,0,0,0,0,0,0,0,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-09-19,2020-09-19,21,14531.22,15652.04,0,21,0,0,4,0,3842.92,3842.92,0,0,1,0,0.1905,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-19,2020-09-29,4,-340,1267.82,0,4,0,0,2,0,463.91,463.91,1,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-03,2020-09-30,1,111.95,111.95,0,1,0,0,1,0,111.95,111.95,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-20,2020-09-14,1,-82.64,82.64,0,1,0,0,0,0,0,0,2,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-09-24,null,8,5239.51,5309.31,8,0,8,2,6,6,3744.37,3814.17,5,0,0,6,0.75,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-08-24,2020-09-13,2,206.58,619.08,0,2,0,0,2,0,206.58,619.08,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-18,2020-09-22,3,-77.61,308.23,0,3,0,0,2,0,-34.59,265.21,0,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,18
30976,2020-09-12,2020-09-12,22,4498.41,7572.77,0,22,0,0,5,0,1647.39,2117.19,1,1,0,0,0.2273,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-08-17,null,1,75.93,75.93,1,0,1,1,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-09-08,2020-09-08,58,17424.97,21559.33,0,58,0,0,12,0,2234.91,3442.05,1,2,0,0,0.2069,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-09-16,2020-09-28,6,1430.13,2366.09,0,6,0,0,6,0,1430.13,2366.09,6,0,5,0,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-09-15,2020-09-22,5,4143.68,4655.18,0,5,0,0,4,0,3537.71,4049.21,1,0,3,0,0.8,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-08-11,2020-09-18,1,206.79,206.79,0,1,0,0,0,0,0,0,3,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-09-09,2020-09-10,2,-742.12,742.12,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-09,2020-09-22,7,5.6,1608.68,0,7,0,0,5,0,375.87,1238.41,9,0,2,1,0.7143,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-11,2020-09-22,6,-3388.79,5706.55,0,6,0,0,2,0,-2040.9,4358.66,3,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-04,2020-09-04,69,22514.78,29439.26,0,69,0,0,9,0,5690.11,5690.11,2,0,0,0,0.1304,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-09-14,2020-09-14,72,23605.9,30446.92,0,72,0,0,11,0,5676.61,8086.45,1,2,0,0,0.1528,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-27,2020-09-18,6,-957.64,1163.56,0,6,0,0,3,0,-233.01,438.93,15,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-04,2020-09-29,2,134.36,391.44,0,2,0,0,1,0,-128.54,128.54,4,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-09-16,2020-09-16,75,23633.82,30702.36,0,75,0,0,12,0,3456.74,4342.64,0,1,0,0,0.16,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-09-08,2020-09-11,1,-235.57,235.57,0,1,0,0,1,0,-235.57,235.57,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,08
